Nombre,Equipo,Liga,Fecha Fichaje,Contrato Hasta,Fecha Nacimiento,Lugar Nacimiento,Nacionalidad,Altura,Posición,Selección,Partidos Internacionales,Goles,Valor Mercado,Última Revisión,Pie,Agente,Proveedor
Dani Lorenzo,Málaga CF,2ª División,01/07/2022,30/06/2027,05/04/2003 (21),Marbella,España,"1,76 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Ramón Enríquez,Málaga CF,2ª División,01/08/2020,30/06/2026,19/04/2001 (23),Granada,España,"1,74 m",Mediocentro,Selección no encontrada,4,0,300 mil €,24/06/2024,Derecho,Niagara Sports ...,Proveedor no encontrado
Manu Molina,Málaga CF,2ª División,01/09/2023,30/06/2025,20/11/1991 (32),Huelva,España,"1,77 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Derecho,JV SPORTS,Proveedor no encontrado
Juanpe,Málaga CF,2ª División,01/07/2023,30/06/2026,31/03/1996 (28),Jerez de la Frontera,España,"1,84 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,14/10/2024,Derecho,IFM,Proveedor no encontrado
Luca Sangalli,Málaga CF,2ª División,10/07/2023,30/06/2025,10/02/1995 (29),San Sebastián,España,"1,67 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,14/10/2024,Derecho,YOU FIRST,Proveedor no encontrado
Izan Merino,Málaga CF,2ª División,01/07/2024,30/06/2027,15/04/2006 (18),Málaga,España,"1,82 m",Mediocentro,España S18,2,0,100 mil €,24/06/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Aarón Ochoa,Málaga CF,2ª División,01/07/2024,30/06/2027,18/04/2007 (17),Marbella,Irlanda,"1,67 m",Mediocentro ofensivo,Irlanda U19,0,0,500 mil €,14/10/2024,Derecho,Agente conocido - jugador menor de edad,Proveedor no encontrado
Antonio Cordero,Málaga CF,2ª División,01/07/2024,30/06/2025,14/11/2006 (17),Jerez de la Frontera,España,"1,78 m",Extremo izquierdo,España S19,3,0,"2,00 mill. €",14/10/2024,Derecho,Agente conocido - jugador menor de edad,Proveedor no encontrado
Julen Lobete,Málaga CF,2ª División,02/08/2024,30/06/2027,18/09/2000 (24),Lezo,España,"1,77 m",Extremo izquierdo,Selección no encontrada,5,3,"1,20 mill. €",14/10/2024,Derecho,Wasserman,Proveedor no encontrado
Kevin Medina,Málaga CF,2ª División,01/07/2021,30/06/2025,26/02/2001 (23),Málaga,España,"1,73 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,24/06/2024,Ambidiestro,Footfeel ISM,Proveedor no encontrado
Yanis Rahmani,Málaga CF,2ª División,29/08/2024,30/06/2025,13/05/1995 (29),Champigny-sur-Marne,Francia,"1,78 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,24/06/2024,Izquierdo,IGdreamsfootball,Proveedor no encontrado
David Larrubia,Málaga CF,2ª División,01/07/2022,30/06/2027,20/04/2002 (22),Málaga,España,"1,72 m",Extremo derecho,Selección no encontrada,4,0,400 mil €,24/06/2024,Izquierdo,IFM,adidas
Haitam Abaida,Málaga CF,2ª División,01/07/2023,30/06/2027,01/06/2002 (22),Polinyà,Marruecos,"1,72 m",Extremo derecho,Selección no encontrada,2,0,200 mil €,24/06/2024,Izquierdo,Footfay,Proveedor no encontrado
Sergio Castel,Málaga CF,2ª División,20/08/2024,30/06/2025,22/02/1995 (29),Las Rozas,España,"1,88 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,14/10/2024,Derecho,CAA Stellar,Proveedor no encontrado
Roko Baturina,Málaga CF,2ª División,22/07/2024,30/06/2025,20/06/2000 (24),Split,Croacia,"1,87 m",Delantero centro,Selección no encontrada,3,0,600 mil €,14/10/2024,Izquierdo,Miembro de su familia,Proveedor no encontrado
Dioni,Málaga CF,2ª División,01/07/2023,30/06/2025,21/12/1989 (34),Málaga,España,"1,84 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Carlos Marín,Córdoba CF,2ª División,27/07/2021,30/06/2027,20/02/1997 (27),Almería,España,"1,87 m",Portero,Selección no encontrada,0,0,400 mil €,24/06/2024,Derecho,JV SPORTS,Proveedor no encontrado
Ramon Vila,Córdoba CF,2ª División,05/07/2024,30/06/2025,18/02/2002 (22),Sallent de Llobregat,España,"1,91 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,14/10/2024,Derecho,TACTIC GRUP - ...,Proveedor no encontrado
Marvel,Córdoba CF,2ª División,27/08/2024,30/06/2025,07/01/2003 (21),Casablanca,España,"1,84 m",Defensa central,Selección no encontrada,3,0,500 mil €,24/06/2024,Izquierdo,Roalza,Proveedor no encontrado
Adrián Lapeña,Córdoba CF,2ª División,02/07/2023,30/06/2025,16/04/1996 (28),Logroño,España,"1,81 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,IDUB GLOBAL,Proveedor no encontrado
José Antonio Martínez,Córdoba CF,2ª División,31/01/2024,30/06/2025,12/02/1993 (31),La Palma del Condado,España,"1,91 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,Footfeel ISM,Proveedor no encontrado
Matías Barboza,Córdoba CF,2ª División,01/12/2023,30/06/2025,13/02/2002 (22),Málaga,España,Altura no encontrada,Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Derecho,Footfay,Proveedor no encontrado
José Calderón,Córdoba CF,2ª División,01/07/2022,30/06/2026,07/01/2000 (24),Paradas,España,"1,70 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Carlos Isaac,Córdoba CF,2ª División,01/08/2024,30/06/2025,30/04/1998 (26),Navalmoral de la ...,España,"1,84 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,Roalza,Proveedor no encontrado
Carlos Albarrán,Córdoba CF,2ª División,01/07/2023,30/06/2025,15/01/1994 (30),Badalona,España,"1,87 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,14/10/2024,Pie no encontrado,MagicPlayers,Proveedor no encontrado
Genaro Rodríguez,Córdoba CF,2ª División,14/07/2024,30/06/2025,23/03/1998 (26),Gerena,España,"1,85 m",Pivote,Selección no encontrada,6,1,500 mil €,24/06/2024,Derecho,RR-Soccer ...,Proveedor no encontrado
Álex Sala,Córdoba CF,2ª División,02/07/2024,30/06/2026,09/04/2001 (23),Barcelona,España,"1,85 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,14/10/2024,Derecho,JV SPORTS,Proveedor no encontrado
Théo Zidane,Córdoba CF,2ª División,11/07/2024,30/06/2026,18/05/2002 (22),Marseille,Francia,"1,96 m",Mediocentro,Selección no encontrada,4,0,300 mil €,24/06/2024,Derecho,Roalza,Proveedor no encontrado
Isma Ruiz,Córdoba CF,2ª División,09/08/2023,30/06/2026,14/02/2001 (23),Gójar,España,"1,80 m",Mediocentro,Selección no encontrada,5,0,300 mil €,24/06/2024,Derecho,Sports&Life,Proveedor no encontrado
Xavi Sintes,Córdoba CF,2ª División,03/07/2024,30/06/2026,05/08/2001 (23),Mahón,España,"1,90 m",Mediocentro,Selección no encontrada,2,0,200 mil €,24/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Ander Yoldi,Córdoba CF,2ª División,08/08/2024,30/06/2025,09/09/2000 (24),Pamplona,España,"1,87 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,INVSPORT (Sergio ...,Proveedor no encontrado
Cristian Carracedo,Córdoba CF,2ª División,01/07/2022,30/06/2025,30/11/1995 (28),L'Hospitalet de ...,España,"1,79 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,MRH Football Agency,Proveedor no encontrado
Adilson,Córdoba CF,2ª División,01/07/2023,30/06/2025,21/03/1997 (27),Lissabon,Portugal,"1,69 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Ambidiestro,Premier Fútbol,Proveedor no encontrado
Jacobo González,Córdoba CF,2ª División,16/07/2024,30/06/2026,25/03/1997 (27),Madrid,España,"1,79 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,14/10/2024,Derecho,Antonio López ...,Proveedor no encontrado
Kuki Zalazar,Córdoba CF,2ª División,30/08/2023,30/06/2025,05/05/1998 (26),Montevideo,España,"1,77 m",Extremo derecho,Selección no encontrada,17,6,200 mil €,24/06/2024,Izquierdo,CAA Stellar,Proveedor no encontrado
Nikolay Obolskiy,Córdoba CF,2ª División,04/07/2024,30/06/2026,14/01/1997 (27),Tula,Rusia,"1,86 m",Delantero centro,Selección no encontrada,1,1,500 mil €,24/06/2024,Izquierdo,Dvitex Sports ...,Proveedor no encontrado
Antonio Casas,Córdoba CF,2ª División,06/07/2021,30/06/2025,30/03/2000 (24),La Rambla (Córdoba),España,"1,83 m",Delantero centro,Selección no encontrada,1,0,500 mil €,24/06/2024,Derecho,Niagara Sur,Proveedor no encontrado
Jude Soonsup-Bell,Córdoba CF,2ª División,22/08/2024,30/06/2026,10/01/2004 (20),Chippenham,Inglaterra,"1,82 m",Delantero centro,Selección no encontrada,2,1,200 mil €,14/10/2024,Derecho,Footwork,Nike
Luis López,CD Mirandés,2ª División,25/07/2023,30/06/2025,08/05/2001 (23),Murcia,España,"1,93 m",Portero,Selección no encontrada,2,0,300 mil €,24/06/2024,Izquierdo,Best of You,adidas
Raúl Fernández,CD Mirandés,2ª División,13/07/2024,30/06/2025,13/03/1988 (36),Bilbao,España,"1,95 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,07/06/2024,Derecho,Pedro Bravo - ...,Proveedor no encontrado
Tachi,CD Mirandés,2ª División,04/08/2023,30/06/2025,10/09/1997 (27),Fuenlabrada,España,"1,84 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,Antonio López ...,Proveedor no encontrado
Pablo Tomeo,CD Mirandés,2ª División,01/07/2023,30/06/2025,23/01/2000 (24),Alloza,España,"1,86 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Derecho,Wasserman,Proveedor no encontrado
Sergio Postigo,CD Mirandés,2ª División,17/07/2024,30/06/2025,04/11/1988 (35),Madrid,España,"1,84 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,MESAS SPORT,adidas
Juan Gutiérrez,CD Mirandés,2ª División,05/07/2024,30/06/2025,28/01/2000 (24),Comillas,España,"1,88 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,14/10/2024,Derecho,Antonio López ...,Proveedor no encontrado
Unai Egiluz,CD Mirandés,2ª División,29/08/2024,30/06/2025,19/03/2002 (22),Durango,España,"1,86 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Derecho,Global Ases,Proveedor no encontrado
Julio Alonso,CD Mirandés,2ª División,02/08/2024,30/06/2025,14/12/1998 (25),Terrassa,España,"1,70 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Izquierdo,EMG Mundial,Proveedor no encontrado
Victor Parada,CD Mirandés,2ª División,11/08/2024,30/06/2025,04/04/2002 (22),Madrid,España,"1,85 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Izquierdo,CAA Base Ltd,Proveedor no encontrado
Hugo Rincón,CD Mirandés,2ª División,11/08/2024,30/06/2025,27/01/2003 (21),Valtierra,España,"1,83 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Derecho,LEADERBROCK,Proveedor no encontrado
Jon Gorrotxategi,CD Mirandés,2ª División,09/08/2024,30/06/2025,02/02/2002 (22),Eibar,España,"1,77 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,14/10/2024,Derecho,Global Ases,Proveedor no encontrado
Mathis Lachuer,CD Mirandés,2ª División,18/08/2023,30/06/2025,31/08/2000 (24),Amiens,Francia,"1,85 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,14/10/2024,Izquierdo,CANTERASPORT,Proveedor no encontrado
Santiago Homenchenko,CD Mirandés,2ª División,13/08/2024,30/06/2025,30/08/2003 (21),Mercedes,Uruguay,"1,86 m",Pivote,Uruguay S23,5,1,500 mil €,24/06/2024,Izquierdo,1930 S&L,Puma
Alberto Reina,CD Mirandés,2ª División,01/07/2023,30/06/2025,19/11/1997 (26),Chiclana de la ...,España,"1,79 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,RR-Soccer ...,Proveedor no encontrado
Aboubacar Bassinga,CD Mirandés,2ª División,30/08/2024,30/06/2025,13/07/2005 (19),Lugar de nacimiento no encontrado,Costa de Marfil,Altura no encontrada,Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,14/10/2024,Pie no encontrado,Gesport Espizua SL,Proveedor no encontrado
Joel Roca,CD Mirandés,2ª División,20/08/2024,30/06/2025,07/06/2005 (19),Camprodón,España,"1,76 m",Extremo izquierdo,Selección no encontrada,7,1,200 mil €,14/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Álex Calvo,CD Mirandés,2ª División,22/08/2024,30/06/2025,20/02/2004 (20),Córdoba,España,"1,70 m",Extremo derecho,Selección no encontrada,4,1,800 mil €,14/10/2024,Izquierdo,DCGLOBALSL,Proveedor no encontrado
Ander Martín,CD Mirandés,2ª División,30/08/2024,30/06/2025,16/11/2000 (23),Donostia-San ...,España,"1,77 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,YOU FIRST,Proveedor no encontrado
Alberto Dadie,CD Mirandés,2ª División,29/08/2024,30/06/2025,20/07/2002 (22),Donostia-San ...,España,"1,70 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,14/10/2024,Derecho,IDUB GLOBAL,Proveedor no encontrado
Joaquín Panichelli,CD Mirandés,2ª División,19/08/2024,30/06/2025,07/10/2002 (22),Córdoba,Argentina,"1,87 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,14/10/2024,Derecho,Guastadisegno,Proveedor no encontrado
Urko Izeta,CD Mirandés,2ª División,08/08/2024,30/06/2025,29/09/1999 (25),Aia,España,"1,75 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,IDUB GLOBAL,Proveedor no encontrado
